Title,Price,Description,Link,Date,Usage,Brand,Model,ClassifiedDate
375x280cm! Exclusieve stof van Artmaison met oosterse vogels,"€ 180,00",Zeldzame 100% katoenen meubelstof van de hoogste kwaliteit oeko-tex standaard gecertificeerde kwaliteit. Deze stof is niets minder,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-meubels-tafels/a1509850756-375x280cm-exclusieve-stof-van-artmaison-met-oosterse-vogels,Eergisteren,No usage,Artmaison,Exclusieve stof met oosterse vogels,Eergisteren
Vintage reclame spiegel Alphonse Mucha Sigaretten merk JOB,"€ 35,00",Vintage reclame spiegel alphonse mucha job deze reclame spiegel uit 1960s / 1970s is gemaakt om het sigarettenmerk job te promoten,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-spiegels/m2213604429-vintage-reclame-spiegel-alphonse-mucha-sigaretten-merk-job,17 dec 24,Ophalen,JOB,Alphonse Mucha,17 dec 24
Exclusieve stof met rennende paarden - 300x280cm - Artmaison,"€ 150,00","Zeldzame stof van de hoogste kwaliteit gecertificeerd oeko-tex standard, 100% katoen, voelt zacht aan. Rode bakstenen achtergrond.",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-meubels-tafels/a1509850939-exclusieve-stof-met-rennende-paarden-300x280cm-artmaison,17 dec 24,No usage,Artmaison,stof met rennende paarden,17 dec 24
ALPHONSE MUCHA Monaco Monte Carlo Wandbord Poster,"€ 10,95","Prachtig nostalgisch mucha metalen bord ! Ca 20 x 31 cm - 4 gaatjes voor een makkelijke bevestiging,ook leuk om neer te zetten ver",https://www.marktplaats.nl/v/antiek-en-kunst/kunst-tekeningen-en-foto-s/m2223575811-alphonse-mucha-monaco-monte-carlo-wandbord-poster,Eergisteren,Verzenden,Unknown,Monaco Monte Carlo Wandbord,Eergisteren
"Exclusieve Art Deco bloemenstof -300x280cm- Tulpen,","€ 180,00","Een elegante meubelstof van 100% katoen, zeer zacht aanvoelend, middelzwaar. Panama. Een bloemige explosie van tulpen die een unie",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-meubels-tafels/a1509625023-exclusieve-art-deco-bloemenstof-300x280cm-tulpen,Eergisteren,No usage,Unknown,Exclusieve Art Deco bloemenstof,Eergisteren
Vintage spiegel - Mucha - art nouveau,Bieden,"Vintage spiegel met afbeelding in de stijl van mucha / art nouveau stijl spiegel in mooie staat, houten lijst heeft lichte beschad",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-spiegels/m2212399643-vintage-spiegel-mucha-art-nouveau,14 dec 24,Ophalen of Verzenden,Mucha,art nouveau,14 dec 24
Tessuto Esclusivo con vasetti e fiori- 300x280cm- Artmaison,"€ 150,00",Karakteristieke 100% katoenen stof oeko-tex standard gecertificeerd. Hoge kwaliteit panama middelzwaar 215gr. Per vierkante meter.,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-meubels-tafels/a1509850411-tessuto-esclusivo-con-vasetti-e-fiori-300x280cm-artmaison,14 dec 24,No usage,Artmaison,vasetti e fiori,14 dec 24
Uniek Alphonse Mucha Art Nouveau Affiche Poster,"€ 28,00",40x 50 cm incl lijst (werk zelf is ca 30x40 cm) unieke hommage aan alphonse mucha inc kwaliteits lijst (zie foto 3) = speciaal ter,https://www.marktplaats.nl/v/antiek-en-kunst/kunst-litho-s-en-zeefdrukken/m2202010035-uniek-alphonse-mucha-art-nouveau-affiche-poster,15 nov 24,Verzenden,Uniek,Alphonse Mucha Art Nouveau Affiche Poster,15 nov 24
Exclusieve Originele Toile de Jouy stof voor tafelkleden -,"€ 180,00",Met trots presenteren wij u dit nieuwe exemplaar uit onze collectie. Een unieke toile de jouy! Exclusieve panama-stof 100% katoen,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-meubels-tafels/a1509850363-exclusieve-originele-toile-de-jouy-stof-voor-tafelkleden,15 nov 24,No usage,Unknown,Toile de Jouy,15 nov 24
STOF Coco Chanel N1 Exclusief Goud - 300x280cm Art Deco,"€ 180,00","Wij presenteren u ""coco chanel n 1"" afkomstig uit een ongeëvenaarde collectie! Zeldzame 100% katoenen art deco stof van",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-meubels-tafels/a1509652440-stof-coco-chanel-n1-exclusief-goud-300x280cm-art-deco,11 jan 25,No usage,Chanel,Coco Chanel N1,11 jan 25
"Luxe glamourstof Coco Chanel Style 3e editie, 300x280cm -","€ 180,00","Met trots presenteren wij u de tweede limited edition ""coco chanel style"". ""gouden takken en bladeren"" zeldzam",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-meubels-tafels/a1509850960-luxe-glamourstof-coco-chanel-style-3e-editie-300x280cm,7 jan 25,No usage,Coco Chanel,Style 3e editie,7 jan 25
AMSTERDAM 1900 Vintage Poster affiche Alphonse Mucha,"€ 25,00","- unieke in de stijl van alphonse mucha amsterdam reis poster - 50x70cm grote poster - nieuw, nergens anders te koop - 170gsm papi",https://www.marktplaats.nl/v/antiek-en-kunst/kunst-tekeningen-en-foto-s/m2204014100-amsterdam-1900-vintage-poster-affiche-alphonse-mucha,20 nov 24,Verzenden,Unknown,AMSTERDAM 1900,20 nov 24
Van Gogh stof amandelbloesem - 300x280cm - Artmaison,"€ 190,00","""amandeltak in bloei"" vincent van gogh. Een van de belangrijkste werken van deze bijzondere schilder! De bloeiende amand",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-meubels-tafels/a1509881386-van-gogh-stof-amandelbloesem-300x280cm-artmaison,20 nov 24,No usage,Artmaison,Van Gogh stof amandelbloesem,20 nov 24
PHILIPS Lamp Vintage Poster affiche Alphonse Mucha,"€ 25,00","- unieke in de stijl van alphonse mucha philips reclame 50x70cm grote poster - nieuw, nergens anders te koop - 170gsm papier - lev",https://www.marktplaats.nl/v/antiek-en-kunst/kunst-tekeningen-en-foto-s/m2203858916-philips-lamp-vintage-poster-affiche-alphonse-mucha,20 nov 24,Verzenden,PHILIPS,Lamp Vintage Poster affiche Alphonse Mucha,20 nov 24
"Alphonse Mucha (après) - Wandspiegel (4)- De Seizoenen,","€ 340,00","Wandspiegels (4) - ""the seasons"", alphonse mucha. Deze prachtige dames zijn ""the seasons"" uit de ""vitraux",https://www.marktplaats.nl/v/antiek-en-kunst/curiosa-en-brocante/a1509702330-alphonse-mucha-apres-wandspiegel-4-de-seizoenen,20 nov 24,No usage,Alphonse Mucha,De Seizoenen (The Seasons) Wandspiegel,20 nov 24
ALPHONSE MUCHA Dame art Kunst Jugendstil Wandbord Poster,"€ 10,95",Alphonse mucha prachtig nostalgisch metalen wandbord ca 20 x 31 cm - 4 gaatjes makkelijk te bevestigen verpakking en verzendkosten,https://www.marktplaats.nl/v/antiek-en-kunst/kunst-tekeningen-en-foto-s/m2223573337-alphonse-mucha-dame-art-kunst-jugendstil-wandbord-poster,Eergisteren,Verzenden,Unknown,Dame art Kunst Jugendstil,Eergisteren
WMF / Geislingen - Schotel - Tin - Kaartenbak - modelnr. 190,"€ 25,00","Deze zeer fraaie art deco tinnen schaal van 23,5 cm zeshoekig kan ook gebruikt worden als wanddecoratie of op tafel. Wmf, volgens",https://www.marktplaats.nl/v/antiek-en-kunst/kunst-designobjecten/a1509703828-wmf-geislingen-schotel-tin-kaartenbak-modelnr-190,Eergisteren,No usage,WMF,190,Eergisteren
4x Goebel Art deco / nouveau MUCHA mini borden/onderzetters,"€ 90,00","2x goebel artis orbis 'mucha - imperial 1899' - vg bild-kunst, bonn 2000 en 2x goebel artis orbis 'mucha - feather 189",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-porselein/m2220019219-4x-goebel-art-deco-nouveau-mucha-mini-borden-onderzetters,5 jan 25,Ophalen of Verzenden,Goebel,Artis Orbis 'Mucha - Imperial 1899' and 'Mucha - Feather 189',5 jan 25
Tafelklok - Goebel Artis Orbis - Glas - 1980-1990 -,"€ 80,00","Belangrijke schilderijen van art nouveau kunstenaar alphonse mucha, authentiek uitgevoerd op stijlvolle, hoogwaardige producten va",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-glas-en-kristal/a1509635439-tafelklok-goebel-artis-orbis-glas-1980-1990,5 jan 25,No usage,Goebel,Artis Orbis,5 jan 25
