Title,Price,Description,Link,Date,Usage,Brand,Model,ClassifiedDate
Lenovo Thinkpad T560 Core i7 6600U | 16GB | 256GB SSD | F...,"€ 159,00","L&o computers maakt de verkoop van gebruikte ex-lease producten mogelijk door deze in de productieafdeling te controleren, tes",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509815862-lenovo-thinkpad-t560-core-i7-6600u-16gb-256gb-ssd-f,Vandaag,Gebruikt,Lenovo,Thinkpad T560,Vandaag
HP Elitebook 845 G8 Ryzen 7 5850 | 512GB | 16GB | W11PRO,"€ 459,00",Voor een goede refurbished laptop of pc gaat u naar tvdl. Tvdl bied u een ruim assortiment jonge refurbished intel core i5 & c,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1508922027-hp-elitebook-845-g8-ryzen-7-5850-512gb-16gb-w11pro,Vandaag,Refurbished,HP,Elitebook 845 G8,Vandaag
Lenovo 43 inch monitor y44w-10 resolutie 3840x1200 105cm,Bieden,"Lenovo 43 inch monitor y44w-10 resolutie 3840x1200 scherm is ongeveer 2/ 2,5 jaar oud. Perfect als gaming monitor maar ook erg fij",https://www.marktplaats.nl/v/computers-en-software/monitoren/m2206537440-lenovo-43-inch-monitor-y44w-10-resolutie-3840x1200-105cm,Vandaag,Zo goed als nieuw,Lenovo,y44w-10,Vandaag
Lenovo Yoga 730-13IKB | Intel i5 | 8 GB | 256 | Windows 11,"€ 349,00","Zeer luxe lenovo yoga met omklapscherm/tabletmodus refurbished a+ grade. Laatste model van de partij. Heeft een minimaal, nauwelij",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1506641814-lenovo-yoga-730-13ikb-intel-i5-8-gb-256-windows-11,Vandaag,Refurbished,Lenovo,Yoga 730-13IKB,Vandaag
Dell Latitude 7320 Carbon met i5 11e - slechts 1120 gram!,"€ 360,00","Nieuwstaat dell latitude 7320 carbon met i5-1135g7 processor, 8gb intern geheugen en 256gb ssd opslag. Inclusief usb-c oplader. De",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2219437974-dell-latitude-7320-carbon-met-i5-11e-slechts-1120-gram,Vandaag,Zo goed als nieuw,Dell,Latitude 7320,Vandaag
Lenovo Thinkpad T560 Core i7 6600U | 16GB | 256GB SSD | F...,"€ 179,00","L&o computers maakt de verkoop van gebruikte ex-lease producten mogelijk door deze in de productieafdeling te controleren, tes",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509815859-lenovo-thinkpad-t560-core-i7-6600u-16gb-256gb-ssd-f,Vandaag,Zo goed als nieuw,Lenovo,Thinkpad T560,Vandaag
!! 15% korting op ALLE Refurbished LENOVO HP DELL laptops !!,"€ 219,00",Klik op de website knop en ga naar onze webshop voor een overzicht van alle modellen! A kwaliteit hp / dell / lenovo laptops al va,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2114571041-15-korting-op-alle-refurbished-lenovo-hp-dell-laptops,Eergisteren,Refurbished,Unknown,Unknown,Eergisteren
"Laptop: Lenovo ThinkPad T15 Gen 2 - 11th Gen Intel Core i5,","€ 549,00",Specificaties lenovo t15 processor: 11th generatie intel core i5-1135g7 besturingssysteem: windows 11 pro geheugen: 16gb ram voor,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1508463016-laptop-lenovo-thinkpad-t15-gen-2-11th-gen-intel-core-i5,Eergisteren,Refurbished,Lenovo,ThinkPad T15 Gen 2,Eergisteren
"Lenovo Legion 5 - RTX 3060 - Ryzen 7 5800H - 15,6” 120Hz","€ 700,00",Ik verkoop de laptop omdat ik een desktop pc wil gaan halen. Batterij is 100% en de componenten werken naar behoren. Alle games zi,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2213212978-lenovo-legion-5-rtx-3060-ryzen-7-5800h-15-6-120hz,Vandaag,Zo goed als nieuw,Lenovo,Legion 5,Vandaag
Lenovo Thinkpad L490 | Intel i5 | 8 GB | 256 SSD | Windows11,"€ 299,00","Deze modellen zijn in nieuwstaat! Luxe laptop voor onder andere studenten of ondernemers die een betrouwbare laptop zoeken, de thi",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1493921903-lenovo-thinkpad-l490-intel-i5-8-gb-256-ssd-windows11,Vandaag,Refurbished,Lenovo,Thinkpad L490,Vandaag
ACTIEPRIJS! Refurbished HP DELL Zakelijke & Studenten laptop,"€ 219,00",>> kom gerust langs in onze winkel of klik op de website knop en bestel via onze webshop << brede assortiment aan de,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2114583709-actieprijs-refurbished-hp-dell-zakelijke-studenten-laptop,Eergisteren,Refurbished,HP DELL,Unknown,Eergisteren
TOT 90% KORTING HP DELL mini PC SFF LFF i3 i5 i7 DDR4 SSD,"€ 30,00","We hebben deze pcs van failliete bedrijven gekregen, daarom zijn de prijzen zo goedkoop. Dit zijn vaste prijzen en al erg goedkoop",https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/a1509612205-tot-90-korting-hp-dell-mini-pc-sff-lff-i3-i5-i7-ddr4-ssd,Eergisteren,Gebruikt,"HP, DELL",mini PC SFF LFF,Eergisteren
UITVERKOOP!! HP DELL i3 i5 i7 Refurbished Studenten Laptops,"€ 219,00","Wij hebben een brede assortiment aan de beste ( hp elitebook, dell latitude, lenovo thinkpad ) laptops op voorraad! Een zakelijke",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2114574555-uitverkoop-hp-dell-i3-i5-i7-refurbished-studenten-laptops,Eergisteren,Refurbished,"HP, Dell, Lenovo","EliteBook, Latitude, ThinkPad",Eergisteren
Lenovo ThinkPad P15V | Intel Core i7 | 16GB,"€ 495,00",De lenovo thinkpad p15v is een krachtige zakelijke laptop die uitermate geschikt is voor professionals die op zoek zijn naar betro,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509000433-lenovo-thinkpad-p15v-intel-core-i7-16gb,Eergisteren,Gebruikt,Lenovo,ThinkPad P15V,Eergisteren
"SUPER SALE!! i3 PC €99,- / i5 desktop PC €149 / i7 PC €239 !","€ 99,00","Hp dell lenovo systemen voor thuisgebruikers en professionele gebruikers al v.a. €99,- ! Hp dell lenovo core i7 systemen voor",https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/m2111348333-super-sale-i3-pc-99-i5-desktop-pc-149-i7-pc-239,Vandaag,Refurbished,Unknown,Unknown,Vandaag
Lenovo IdeaPad 3 151AU7 | Intel Core i3 | 8GB,"€ 275,00",De lenovo ideapad 3 151au7 is een praktisch nieuw model dat enkel als showroommodel heeft gefungeerd en biedt uitstekende prestati,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509000432-lenovo-ideapad-3-151au7-intel-core-i3-8gb,Vandaag,Zo goed als nieuw,Lenovo,IdeaPad 3 151AU7,Vandaag
Lenovo ThinkBook 14 G2 ITL | Intel Core i7 | 16GB,"€ 495,00",De lenovo thinkbook 14 g2 itl is een compacte en krachtige laptop die ideaal is voor zowel zakelijke gebruikers als professionals.,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1506575077-lenovo-thinkbook-14-g2-itl-intel-core-i7-16gb,Vandaag,Zo goed als nieuw,Lenovo,ThinkBook 14 G2 ITL,Vandaag
Lenovo ThinkPad X1 Yoga 2in1 Intel Core i5 8365U | 16GB |...,"€ 309,00","L&o computers maakt de verkoop van gebruikte ex-lease producten mogelijk door deze in de productieafdeling te controleren, tes",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509988062-lenovo-thinkpad-x1-yoga-2in1-intel-core-i5-8365u-16gb,Vandaag,Gebruikt,Lenovo,ThinkPad X1 Yoga,Vandaag
Lenovo Thinkpad P1 Gen 3 Intel i7 10850H | 32GB | 512GB S...,"€ 569,00","L&o computers maakt de verkoop van gebruikte ex-lease producten mogelijk door deze in de productieafdeling te controleren, tes",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1508623314-lenovo-thinkpad-p1-gen-3-intel-i7-10850h-32gb-512gb-s,Vandaag,Gebruikt,Lenovo,Thinkpad P1 Gen 3,Vandaag
Lenovo Thinkstation P700 | Dual CPU | 64 GB DDR4 | 1TB SSD,"€ 388,00",---------------- lenovo thinkstation p700 | dual cpu | 64gb ddr4 | 1 tb ssd ------------------------- voor echte processorkracht e,https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/a1454374289-lenovo-thinkstation-p700-dual-cpu-64-gb-ddr4-1tb-ssd,Vandaag,Zo goed als nieuw,Lenovo,Thinkstation P700,Vandaag
Sale ! Refurbished (Mini) pcs inclusief Windows 11 PRO !!!,"€ 199,00","Ontdek onze perfecte sale deals bij hardware4sale! Prijzen vanaf € 199,- onze sale is nu live! Van krachtige desktops tot com",https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/a1495866933-sale-refurbished-mini-pcs-inclusief-windows-11-pro,Vandaag,Zo goed als nieuw,Unknown,Mini,Vandaag
Lenovo Thinkpad T560 Core i7 6600U | 16GB | 256GB SSD | F...,"€ 179,00","L&o computers maakt de verkoop van gebruikte ex-lease producten mogelijk door deze in de productieafdeling te controleren, tes",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509815859-lenovo-thinkpad-t560-core-i7-6600u-16gb-256gb-ssd-f,Vandaag,Zo goed als nieuw,Lenovo,Thinkpad T560,Vandaag
Lenovo Thinkpad L490 | Intel i5 | 8 GB | 256 SSD | Windows11,"€ 299,00","Deze modellen zijn in nieuwstaat! Luxe laptop voor onder andere studenten of ondernemers die een betrouwbare laptop zoeken, de thi",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1493921903-lenovo-thinkpad-l490-intel-i5-8-gb-256-ssd-windows11,Vandaag,Refurbished,Lenovo,Thinkpad L490,Vandaag
TOT 90% KORTING HP DELL mini PC SFF LFF i3 i5 i7 DDR4 SSD,"€ 30,00","We hebben deze pcs van failliete bedrijven gekregen, daarom zijn de prijzen zo goedkoop. Dit zijn vaste prijzen en al erg goedkoop",https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/a1509612205-tot-90-korting-hp-dell-mini-pc-sff-lff-i3-i5-i7-ddr4-ssd,Vandaag,Gebruikt,HP DELL,mini PC SFF LFF i3 i5 i7 DDR4 SSD,Vandaag
Lenovo ThinkPad P15V | Intel Core i7 | 16GB,"€ 495,00",De lenovo thinkpad p15v is een krachtige zakelijke laptop die uitermate geschikt is voor professionals die op zoek zijn naar betro,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509000433-lenovo-thinkpad-p15v-intel-core-i7-16gb,Vandaag,Gebruikt,Lenovo,ThinkPad P15V,Vandaag
Lenovo Thinkstation P700 | Dual CPU | 64 GB DDR4 | 1TB SSD,"€ 388,00",---------------- lenovo thinkstation p700 | dual cpu | 64gb ddr4 | 1 tb ssd ------------------------- voor echte processorkracht e,https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/a1454374289-lenovo-thinkstation-p700-dual-cpu-64-gb-ddr4-1tb-ssd,Vandaag,Zo goed als nieuw,Lenovo,Thinkstation P700,Vandaag
Lenovo Thinkpad X250 i5/8GB/128 GB SSD/docking/W11,"€ 125,00","Aangeboden: goed werkende lenovo thinkpad x250 12,5"" intel core i5-5300u cpu @ 2.30 Ghz 8 gb ddr3 geheugen 128 gb ssd docking",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2226416223-lenovo-thinkpad-x250-i5-8gb-128-gb-ssd-docking-w11,Vandaag,Gebruikt,Lenovo,Thinkpad X250,Vandaag
Lenovo ThinkBook 15 G2 ITL | Intel Core i5 | 8GB,"€ 345,00","Ontdek de lenovo thinkbook 15 g2 itl, een efficiënte en moderne laptop die ontworpen is om te voldoen aan de behoeften van zakelij",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1505439694-lenovo-thinkbook-15-g2-itl-intel-core-i5-8gb,Vandaag,Gebruikt,Lenovo,ThinkBook 15 G2 ITL,Vandaag
Lenovo IdeaPad 5,Bieden,Nette lenovo ideapad 5 laptop laptop ziet er netjes uit alleen heeft hij een enkele beschadiging aan de behuizing van het scherm o,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2226090713-lenovo-ideapad-5,Gisteren,Zo goed als nieuw,Lenovo,IdeaPad 5,Gisteren
Lenovo Thinkbook 15-IML | Intel Core i5 | 8GB,"€ 295,00",De lenovo thinkbook 15-iml is een betrouwbare en robuuste laptop die ideaal is voor zowel zakelijke gebruikers als studenten. Met,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1504744973-lenovo-thinkbook-15-iml-intel-core-i5-8gb,Gisteren,Gebruikt,Lenovo,Thinkbook 15-IML,Gisteren
Lenovo IdeaPad Slim 3 15AMN8 | AMD Ryzen 5 | 8GB,"€ 425,00",De lenovo ideapad slim 3 15amn8 is een uitstekende keuze voor gebruikers die op zoek zijn naar een betrouwbare en betaalbare lapto,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1508954628-lenovo-ideapad-slim-3-15amn8-amd-ryzen-5-8gb,Vandaag,Zo goed als nieuw,Lenovo,IdeaPad Slim 3 15AMN8,Vandaag
Lenovo Tab,Bieden,"Gekocht voor mijn studie, maar dit is toch echt niet mijn ding. Voor mij weer lekker op papier. Misschien net een weekje gebruikt",https://www.marktplaats.nl/v/computers-en-software/android-tablets/m2226025272-lenovo-tab,Gisteren,Zo goed als nieuw,Lenovo,Tab,Gisteren
Lenovo IdeaPad Flex 5 14ABR8 | AMD Ryzen 7 | 16GB,"€ 665,00","De lenovo ideapad flex 5 14abr8 is een veelzijdige 2-in-1 laptop die ideaal is voor werk en entertainment. Dankzij het 14"" to",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1508870741-lenovo-ideapad-flex-5-14abr8-amd-ryzen-7-16gb,Gisteren,Zo goed als nieuw,Lenovo,IdeaPad Flex 5 14ABR8,Gisteren
"Laptops Acer, Lenovo en Asus",Bieden,"3 werkende laptops, types: - acer aspire, bevat gebruiksporen aan de buitenkant, maar doet het erg goed. Lader aanwezig. - Lenovo,",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2226458510-laptops-acer-lenovo-en-asus,Vandaag,Gebruikt,Acer,Aspire,Vandaag
Lenovo ThinkPad T495 | AMD Ryzen 5 | 8GB,"€ 235,00","Betreed de zakelijke wereld met stijl en prestaties met de lenovo thinkpad t495, een nieuw model dat zowel elegantie als kracht be",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1496079907-lenovo-thinkpad-t495-amd-ryzen-5-8gb,Vandaag,Zo goed als nieuw,Lenovo,ThinkPad T495,Vandaag
"HP ProBook 470 G7 i5 -10210U 8GB 256GB NVMe 17,3","€ 349,00",Welkom bij pc magnaat! Graag bieden wij u het volgende aan: merk : hp model serie: probook model type: 470 g7 processor: intel cor,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509614801-hp-probook-470-g7-i5-10210u-8gb-256gb-nvme-17-3,Vandaag,Zo goed als nieuw,HP,ProBook 470 G7,Vandaag
"Te koop, een Lenovo ideapad L340.","€ 225,00","Te koop, een lenovo ideapad l340. 17 Inch beeldscherm 500 gb hd 8 gb intern geheugen kloksnelheid 2,3 ghz inclusief handige laptop",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2226028914-te-koop-een-lenovo-ideapad-l340,Gisteren,Zo goed als nieuw,Lenovo,ideapad L340,Gisteren
Lenovo ThinkPad T480 - Intel Core i3-8e Generatie - 14 inch,"€ 139,00","Nu in de aanbieding van € 154,44 voor € 139,00! Gratis verzending & op werkdagen voor 12:00 uur is morgen in huis de",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1507542608-lenovo-thinkpad-t480-intel-core-i3-8e-generatie-14-inch,Gisteren,Nieuw,Lenovo,ThinkPad T480,Gisteren
Lenovo Ideapad 110S,Bieden,Goed werkende laptop op windows 10 home. Standaard heeft deze laptop een ssd harde schijf van 32gb. Om windows te draaien was op e,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2225749721-lenovo-ideapad-110s,Eergisteren,Gebruikt,Lenovo,Ideapad 110S,Eergisteren
HP Compaq Acer Toshiba Dell Asus Sony Adapter oplader (TIP),"€ 14,99","Viadennis levert deze nieuwe replacement adapters, accu's en toetsenborden. Adapters al vanaf 15 euro met 12 maanden volledige",https://www.marktplaats.nl/v/computers-en-software/laptop-opladers/a1001544287-hp-compaq-acer-toshiba-dell-asus-sony-adapter-oplader-tip,Eergisteren,Nieuw,Unknown,Unknown,Eergisteren
Lenovo TinkCentre SFF M720s i3-8100 8GB 256GB NVMe W11,"€ 129,00",Welkom bij pc magnaat! Graag bieden wij u het volgende aan: merk : lenovo model serie: thinkcentre model type: m720s formaat: midd,https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/a1509614818-lenovo-tinkcentre-sff-m720s-i3-8100-8gb-256gb-nvme-w11,Gisteren,Gebruikt,Lenovo,ThinkCentre M720s,Gisteren
Nieuwe Lenovo ThinkStation P358 Tower met garantie,"€ 1.874,95","Lenovo thinkstation p358 tower ryzen 9 pro 5945, 64gb ddr4/1tb ssd, geforce rtx™ 3060/12gb, w11 pro met minimaal 2 jaar garantie d",https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/a1505158041-nieuwe-lenovo-thinkstation-p358-tower-met-garantie,Vandaag,Nieuw,Lenovo,ThinkStation P358,Vandaag
"Lenovo IdeaPad Slim 5. 16inch, AMD Ryzen 5. 16GB. Als nieuw!","€ 450,00",Lenovo ideapad slim 5 modelmummer: 16abr8 ryzen 5 7530u 16gb geheugen 512gb ssd 16” ips paneel. 1920X1200 verlicht toetsenbord. 2X,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2226471542-lenovo-ideapad-slim-5-16inch-amd-ryzen-5-16gb-als-nieuw,Vandaag,Nieuw,Lenovo,IdeaPad Slim 5,Vandaag
Lenovo IdeaPad 520-15IKB | Intel Core i5 | 12GB,"€ 255,00","Ontdek de lenovo ideapad 520-15ikb, een slanke en krachtige laptop die uitstekende prestaties levert voor een breed scala aan toep",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1505439693-lenovo-ideapad-520-15ikb-intel-core-i5-12gb,Vandaag,Gebruikt,Lenovo,IdeaPad 520-15IKB,Vandaag
Lenovo Legion 5 15IAH7H | Intel Core i7 | 16GB,"€ 975,00",De lenovo legion 5 15iah7h is een krachtige gaminglaptop die ontworpen is voor zware games en multitasking. Dit model heeft alleen,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1508954631-lenovo-legion-5-15iah7h-intel-core-i7-16gb,Vandaag,Zo goed als nieuw,Lenovo,Legion 5 15IAH7H,Vandaag
HP EliteBook 830 G7 i5-10210U 8GB 256GB NVMe,"€ 379,00",Welkom bij pc magnaat! Graag bieden wij u het volgende aan: merk : hp model serie: elitebook model type: 830 g7 processor: intel c,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509614802-hp-elitebook-830-g7-i5-10210u-8gb-256gb-nvme,Vandaag,Zo goed als nieuw,HP,EliteBook 830 G7,Vandaag
Lenovo IdeaPad Slim 5 16IRL8 | Intel Core i7 | 16GB,"€ 695,00","De lenovo ideapad slim 5 16irl8 combineert stijl en prestaties in een slanke behuizing, perfect voor professionals en studenten di",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1508954630-lenovo-ideapad-slim-5-16irl8-intel-core-i7-16gb,19 jan 25,Zo goed als nieuw,Lenovo,IdeaPad Slim 5 16IRL8,19 jan 25
Lenovo IdeaPad 3 151AU7 | Intel Core i3 | 8GB,"€ 275,00",De lenovo ideapad 3 151au7 is een praktisch nieuw model dat enkel als showroommodel heeft gefungeerd en biedt uitstekende prestati,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509000432-lenovo-ideapad-3-151au7-intel-core-i3-8gb,Eergisteren,Zo goed als nieuw,Lenovo,IdeaPad 3 151AU7,Eergisteren
Lenovo ThinkPad Dockingstation USB-C/A 40AF0135EU,"€ 99,96",Inc btw | gratis verzonden | garantie | support | professioneel verpakt | de lenovo thinkpad dockingstation hybrid usb-c 40af0135e,https://www.marktplaats.nl/v/computers-en-software/dockingstations/a1479597087-lenovo-thinkpad-dockingstation-usb-c-a-40af0135eu,Eergisteren,Refurbished,Lenovo,ThinkPad Dockingstation USB-C/A 40AF0135EU,Eergisteren
Lenovo ThinkPad X1 Yoga 2in1 Intel Core i5 8365U | 16GB |...,"€ 309,00","L&o computers maakt de verkoop van gebruikte ex-lease producten mogelijk door deze in de productieafdeling te controleren, tes",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509988062-lenovo-thinkpad-x1-yoga-2in1-intel-core-i5-8365u-16gb,Eergisteren,Gebruikt,Lenovo,ThinkPad X1 Yoga,Eergisteren
Lenovo Thinkstation P700 | Dual CPU | 64 GB DDR4 | 1TB SSD,"€ 388,00",---------------- lenovo thinkstation p700 | dual cpu | 64gb ddr4 | 1 tb ssd ------------------------- voor echte processorkracht e,https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/a1454374289-lenovo-thinkstation-p700-dual-cpu-64-gb-ddr4-1tb-ssd,Eergisteren,Zo goed als nieuw,Lenovo,Thinkstation P700,Eergisteren
"HP ProBook 470 G7 i5 -10210U 8GB 256GB NVMe 17,3","€ 349,00",Welkom bij pc magnaat! Graag bieden wij u het volgende aan: merk : hp model serie: probook model type: 470 g7 processor: intel cor,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509614801-hp-probook-470-g7-i5-10210u-8gb-256gb-nvme-17-3,Eergisteren,Zo goed als nieuw,HP,ProBook 470 G7,Eergisteren
Lenovo X1 Carbon Gen 9 | Core i5 / 8GB / 256GB SSD,"€ 689,00","Lenovo thinkpad x1 carbon 9e generatie de 14""-thinkpad x1 carbon van de 9e generatie biedt een groot scala aan nieuwe functie",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1498646875-lenovo-x1-carbon-gen-9-core-i5-8gb-256gb-ssd,Eergisteren,Zo goed als nieuw,Lenovo,ThinkPad X1 Carbon Gen 9,Eergisteren
Lenovo X1 Carbon 5th | Core i7 / 16GB / 512GB SSD,"€ 369,00",Lenovo thinkpad x1 carbon 5th gen deze 5e generatie x1 carbon is een zeer snelle en compacte laptop. Voorzien van zeer hoge specif,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1493589732-lenovo-x1-carbon-5th-core-i7-16gb-512gb-ssd,Gisteren,Gebruikt,Lenovo,X1 Carbon 5th,Gisteren
Lenovo ThinkPad DK1633 USB-C docking station,"€ 59,99","Lenovo thinkpad dk1633 docking station optimaliseer je werkruimte met het lenovo dk1633 dockstation - veelzijdig, krachtig, en com",https://www.marktplaats.nl/v/computers-en-software/dockingstations/a1505956297-lenovo-thinkpad-dk1633-usb-c-docking-station,18 jan 25,Refurbished,Lenovo,ThinkPad DK1633,18 jan 25
"Lenovo ThinkPad T14s Gen 1 14 , 16GB , 256GB SSD , A-Grade","€ 469,00","De lenovo thinkpad t14s gen 1 met een intel core i5-10210u processor is een krachtige zakelijke laptop, ideaal voor professionals",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509033812-lenovo-thinkpad-t14s-gen-1-14-16gb-256gb-ssd-a-grade,Eergisteren,Refurbished,Lenovo,ThinkPad T14s Gen 1,Eergisteren
