Title,Price,Description,Link,Date,Usage,Brand,Model,ClassifiedDate
Pablo Picasso (1881-1973) - Portrait,"€ 200,00","Rechtsonder in steen gesigneerd, proefdruk gebaseerd op het werk van de kunstenaar (een viltstift op papier uitgevoerd in céret in",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509617246-pablo-picasso-1881-1973-portrait,Vandaag,No usage,Pablo Picasso,Portrait,Vandaag
Pablo Picasso (1881-1973) - Two Nudes (1920),"€ 250,00","Pablo picasso (1881-1973) - twee naakten (1920) lithografie uit 1946. Afmetingen werk: 48 x 32,8 cm uitgever: pantheon. Het werk i",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509706555-pablo-picasso-1881-1973-two-nudes-1920,Vandaag,No usage,Pablo Picasso,Two Nudes,Vandaag
Pablo Picasso (1881-1973) - La guerre vallauris,"€ 150,00",Kleurenlitho naar een werk van de kunstenaar op velijnpapier. Papierformaat: 34 x 65 cm. Uitgave cirkel van kunst 1969. Zorgvuldig,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509654802-pablo-picasso-1881-1973-la-guerre-vallauris,Vandaag,No usage,Unknown,La guerre vallauris,Vandaag
Pablo Picasso (1881-1973) - Colombe de la paix,"€ 250,00","Rechtsonder in steen gesigneerd, bewijs van het werk van de kunstenaar op papier, landgoed van picasso. Vol papier. Zorgvuldige ve",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509617176-pablo-picasso-1881-1973-colombe-de-la-paix,Vandaag,No usage,Pablo Picasso,Colombe de la paix,Vandaag
Picasso Grand Palais Parijs 11 octobre 1979 - 7 janvier 1980,"€ 35,00",Picasso grand palais parijs 11 octobre 1979 - 7 janvier 1980 grand palais 11 octobre 1979 - 7 janvier 1980. Achter glas afmetingen,https://www.marktplaats.nl/v/antiek-en-kunst/kunst-litho-s-en-zeefdrukken/m2224280384-picasso-grand-palais-parijs-11-octobre-1979-7-janvier-1980,Vandaag,Ophalen,Unknown,Unknown,Vandaag
Pablo Picasso (1881-1973) - 7 tableaux majeurs,"€ 7.000,00","Kleurenlitho op arches-papier, uitgegeven in 1962 beperkte oplage, 25 ea (kunstproeven) gesigneerd door picasso handgesigneerd doo",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509617294-pablo-picasso-1881-1973-7-tableaux-majeurs,Vandaag,No usage,Pablo Picasso,7 tableaux majeurs,Vandaag
Pablo Picasso (1881-1973) - Portrait de dame,"€ 150,00","Signée dans la pierre en haut à droite, d'après une œuvre de l'artiste 1905. Lithografie en couleurs offset speciaal en ge",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509617274-pablo-picasso-1881-1973-portrait-de-dame,Vandaag,No usage,Pablo Picasso,Portrait de dame,Vandaag
Pablo Picasso (1881-1973) - Le gout du bonheur - 39,"€ 150,00","Lithografie op arches-papier, gedateerd in de steen linksboven. Papierformaat: 33 x 25 cm, uitgegeven door: cercle d'art gedru",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509655015-pablo-picasso-1881-1973-le-gout-du-bonheur-39,Vandaag,No usage,Unknown,Le gout du bonheur - 39,Vandaag
"Zeefdruk ""Picasso's rustplaats"" van Leslie Gabriëlse",Bieden,"Bieden op: mooie kunstwerk ""picasso's rustplaats"" van de bekende kunstenaar leslie gabriëlse. Locatie rustplaats is",https://www.marktplaats.nl/v/antiek-en-kunst/kunst-litho-s-en-zeefdrukken/m2223987415-zeefdruk-picasso-s-rustplaats-van-leslie-gabrielse,Gisteren,Ophalen,Leslie Gabriëlse,Picasso's rustplaats,Gisteren
Pablo Picasso (1881-1973) - Weeping Woman (1937),"€ 700,00","Pablo picasso (1881-1973) - huilende vrouw (1937) lithografie uit 1946. Afmetingen werk: 48 x 32,8 cm uitgever: pantheon. Het werk",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509860593-pablo-picasso-1881-1973-weeping-woman-1937,Gisteren,No usage,Pablo Picasso,Weeping Woman (1937),Gisteren
"Pablo Picasso (1881-1973) - La concorde, 1er Mai","€ 200,00",Lithografie naar een inkttekening van de kunstenaar. Perkament papier. Zorgvuldige verzending met verzekering. Hét online veilingh,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509617125-pablo-picasso-1881-1973-la-concorde-1er-mai,Gisteren,No usage,Unknown,"La concorde, 1er Mai",Gisteren
Pablo Picasso (1881-1973) - Visages à la colombe,"€ 150,00","Rechtsonder in steen gesigneerd, gedateerd 6.1.56 In de plaat linksonder. Gebaseerd op een tekening van de kunstenaar uit 1957. Li",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509617113-pablo-picasso-1881-1973-visages-a-la-colombe,Gisteren,No usage,Pablo Picasso,Visages à la colombe,Gisteren
Pablo Picasso litho,"€ 150,00","Pablo picasso ( 1881-1973 ) torros mooie litho en in gouden zware lijst. Met ophangsysteem. Deze litho komt uit een boek, welke is",https://www.marktplaats.nl/v/antiek-en-kunst/kunst-litho-s-en-zeefdrukken/m2222486207-pablo-picasso-litho,12 jan 25,Ophalen,Unknown,Pablo Picasso litho,12 jan 25
Gobelin Bekledingsstof Exclusief Design Schilderij van,"€ 25,00","Snit van gobelin meubelstof, uniek en exclusief ontwerp, geschikt voor supermoderne en smaakvolle omgevingen. Guernica is een schi",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-kleden-en-textiel/a1509707581-gobelin-bekledingsstof-exclusief-design-schilderij-van,12 jan 25,No usage,Unknown,Gobelin Bekledingsstof Exclusief Design,12 jan 25
Pablo Picasso (1881-1973) - Les trois grasses,"€ 150,00","Gebaseerd op een werk van de kunstenaar uit 1920. Speciale offsetkleurenlitho, geperst in 1963 op speciaal vervaardigd papier. Def",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509654950-pablo-picasso-1881-1973-les-trois-grasses,12 jan 25,No usage,Pablo Picasso,Les trois grasses,12 jan 25
Pablo Picasso (1881-1973) - Corps perdu accouplement,"€ 5.000,00","Pablo picasso, frans-spaanse kunstenaar geboren in 1881 en overleden in 1973 droge naaldgravure uit de serie ""lost body""",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509629371-pablo-picasso-1881-1973-corps-perdu-accouplement,12 jan 25,No usage,Pablo Picasso,Corps perdu accouplement,12 jan 25
Pablo Picasso litho,"€ 150,00",Pablo picasso ( 1881 – 1973 ) “man met masker en zittende vrouw” litho in mooie houten lijst met ophang systeem uitgave van ricci,https://www.marktplaats.nl/v/antiek-en-kunst/kunst-litho-s-en-zeefdrukken/m2222488398-pablo-picasso-litho,12 jan 25,Ophalen,Ricci,Man met masker en zittende vrouw lithograph,12 jan 25
Pablo Picasso (1881-1973) - Femme cubiste au chapeau,"€ 800,00","Pablo picasso (1881-1973) (na) kubistische vrouw met hoed, 1946 lithografie aangevuld met handstencil gesigneerd in de plaat op pe",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509852100-pablo-picasso-1881-1973-femme-cubiste-au-chapeau,12 jan 25,No usage,Unknown,Femme cubiste au chapeau,12 jan 25
Pablo Picasso (1881-1973) - Portrait of Francoise Gilot,"€ 200,00","Pablo picasso (1881-1973) - portret van françoise gilot lithografie uit 1954. Afmetingen werk: 35 x 26,5 cm uitgever: éditions cer",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509706532-pablo-picasso-1881-1973-portrait-of-francoise-gilot,12 jan 25,No usage,Unknown,Portrait of Francoise Gilot,12 jan 25
Pablo Picasso (1881-1973) - Le peintre et son modéle 1962,"€ 225,00",Gesigneerd en gedateerd in steen middenonder. Oplage van 180 exemplaren. Lithografie op bogenperkamentpapier. Uitgever andré saure,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509617284-pablo-picasso-1881-1973-le-peintre-et-son-modele-1962,12 jan 25,No usage,Unknown,Le peintre et son modéle,12 jan 25
Pablo Picasso (1881-1973) - Femme La Guerre I,"€ 250,00","Pablo picasso (1881-1973) - femme la guerre i lithografie uit 1954. Afmetingen werk: 35 x 26,5 cm uitgever: éditions cercle d'",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509803199-pablo-picasso-1881-1973-femme-la-guerre-i,Eergisteren,No usage,Pablo Picasso,Femme La Guerre I,Eergisteren
Pablo Picasso (1881-1973) - Femme au chapeau (Dora Maar),"€ 800,00",Pablo picasso (naar) vrouw met hoed (dora maar) kleurenlitho (atelier mourlot) gesigneerd en gedateerd in de plaat op papierformaa,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509617167-pablo-picasso-1881-1973-femme-au-chapeau-dora-maar,Eergisteren,No usage,Pablo Picasso,Femme au chapeau,Eergisteren
Pablo Picasso (1881-1973) - Portrait,"€ 150,00","Gesigneerd in de plaat rechtsonder. Lithografie naar een werk van de kunstenaar, directe toondruk op arches france perkament. Zorg",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509654725-pablo-picasso-1881-1973-portrait,12 jan 25,No usage,Unknown,Portrait,12 jan 25
Pablo Picasso (1881-1973) - Portrait,"€ 200,00","Rechtsonder in steen gesigneerd, proefdruk gebaseerd op het werk van de kunstenaar (een viltstift op papier uitgevoerd in céret in",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509617246-pablo-picasso-1881-1973-portrait,12 jan 25,No usage,Pablo Picasso,Portrait,12 jan 25
Pablo Picasso (1881-1973) - Two Nudes (1920),"€ 250,00","Pablo picasso (1881-1973) - twee naakten (1920) lithografie uit 1946. Afmetingen werk: 48 x 32,8 cm uitgever: pantheon. Het werk i",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509706555-pablo-picasso-1881-1973-two-nudes-1920,12 jan 25,No usage,Pablo Picasso,Two Nudes,12 jan 25
Pablo Picasso (1881-1973) - Portrait de dame,"€ 150,00","Signée dans la pierre en haut à droite, d'après une œuvre de l'artiste 1905. Lithografie en couleurs offset speciaal en ge",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509617274-pablo-picasso-1881-1973-portrait-de-dame,12 jan 25,No usage,Unknown,Portrait de dame,12 jan 25
Pablo Picasso (1881-1973) - La guerre vallauris,"€ 150,00",Kleurenlitho naar een werk van de kunstenaar op velijnpapier. Papierformaat: 34 x 65 cm. Uitgave cirkel van kunst 1969. Zorgvuldig,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509654802-pablo-picasso-1881-1973-la-guerre-vallauris,12 jan 25,No usage,Pablo Picasso,La guerre vallauris,12 jan 25
Pablo Picasso (1881-1973) - Corps perdu accouplement,"€ 5.000,00","Pablo picasso, frans-spaanse kunstenaar geboren in 1881 en overleden in 1973 droge naaldgravure uit de serie ""lost body""",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509629371-pablo-picasso-1881-1973-corps-perdu-accouplement,12 jan 25,No usage,Pablo Picasso,Corps perdu accouplement,12 jan 25
Pablo Picasso offset litho,"€ 150,00",Pablo picasso ( 1881 – 1973 ) “vrouw” litho in mooie houten lijst met ophang systeem uitgave van ricci roma collection genummerd l,https://www.marktplaats.nl/v/antiek-en-kunst/kunst-litho-s-en-zeefdrukken/m2222493057-pablo-picasso-offset-litho,12 jan 25,Ophalen,Unknown,Pablo Picasso offset litho,12 jan 25
Pablo Picasso (1881-1973) - Visages à la colombe,"€ 150,00","Rechtsonder in steen gesigneerd, gedateerd 6.1.56 In de plaat linksonder. Gebaseerd op een tekening van de kunstenaar uit 1957. Li",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509617113-pablo-picasso-1881-1973-visages-a-la-colombe,12 jan 25,No usage,Pablo Picasso,Visages à la colombe,12 jan 25
"Pablo Picasso (1881-1973), despues de - Fabulas","€ 14,00","Pablo picasso (1881-1973) - kleurenlitho, gedateerd 1965 formaat met passe-partout: 40x30 cm. Zuurvrij, museumkwaliteit, klaar om",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509803247-pablo-picasso-1881-1973-despues-de-fabulas,14 jan 25,No usage,Pablo Picasso,Fabulas,14 jan 25
Pablo Picasso (1881-1973) - Femme cubiste au chapeau,"€ 800,00","Pablo picasso (1881-1973) (na) kubistische vrouw met hoed, 1946 lithografie aangevuld met handstencil gesigneerd in de plaat op pe",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509852100-pablo-picasso-1881-1973-femme-cubiste-au-chapeau,12 jan 25,No usage,Unknown,Femme cubiste au chapeau,12 jan 25
Echte Picasso 'Surrealistische personages' 1961,Bieden,Lithografie'surrealistische personages' naar een tekening van picasso uit 1957. Gedrukt op velijnpapier onder supervisie v,https://www.marktplaats.nl/v/antiek-en-kunst/kunst-schilderijen-abstract/m2220448031-echte-picasso-surrealistische-personages-1961,9 jan 25,Ophalen,Picasso,Surrealistische personages,9 jan 25
Pablo Picasso (1881-1973) - Le peintre et son modéle 1962,"€ 225,00",Gesigneerd en gedateerd in steen middenonder. Oplage van 180 exemplaren. Lithografie op bogenperkamentpapier. Uitgever andré saure,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509617284-pablo-picasso-1881-1973-le-peintre-et-son-modele-1962,9 jan 25,No usage,Pablo Picasso,Le peintre et son modéle,9 jan 25
Picasso: Vrouw in de spiegel - handgeschilderde REPRODUCTIE,"€ 18,00",Picasso: vrouw in de spiegel - handgeschilderde reproductie pablo picasso: vrouw in de spiegel handgeschilderde reproductie acrylv,https://www.marktplaats.nl/v/antiek-en-kunst/kunst-schilderijen-klassiek/m2224106561-picasso-vrouw-in-de-spiegel-handgeschilderde-reproductie,Gisteren,Verzenden,Unknown,Vrouw in de spiegel,Gisteren
Pablo Picasso (1881-1973) - Portrait of Francoise Gilot,"€ 200,00","Pablo picasso (1881-1973) - portret van françoise gilot lithografie uit 1954. Afmetingen werk: 35 x 26,5 cm uitgever: éditions cer",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509706532-pablo-picasso-1881-1973-portrait-of-francoise-gilot,Gisteren,No usage,Pablo Picasso,Portrait of Francoise Gilot,Gisteren
Pablo Picasso (1881-1973) - Le roi heureux,"€ 150,00","Gesigneerd en gedateerd op plaat 12/1/51. Lithografie in 4 kleuren (in directe toon), naar een tekening van de kunstenaar op modig",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509654861-pablo-picasso-1881-1973-le-roi-heureux,13 jan 25,No usage,Pablo Picasso,Le roi heureux,13 jan 25
Pablo Picasso (1881-1973) - Femme La Guerre I,"€ 250,00","Pablo picasso (1881-1973) - femme la guerre i lithografie uit 1954. Afmetingen werk: 35 x 26,5 cm uitgever: éditions cercle d'",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509803199-pablo-picasso-1881-1973-femme-la-guerre-i,13 jan 25,No usage,Pablo Picasso,Femme La Guerre I,13 jan 25
Pablo Picasso (1881-1973) - Femme au chapeau (Dora Maar),"€ 800,00",Pablo picasso (naar) vrouw met hoed (dora maar) kleurenlitho (atelier mourlot) gesigneerd en gedateerd in de plaat op papierformaa,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509617167-pablo-picasso-1881-1973-femme-au-chapeau-dora-maar,13 jan 25,No usage,Unknown,Femme au chapeau (Dora Maar),13 jan 25
Picasso Three Women Linocut Genummerd,"€ 100,00","Artist: pablo picasso three women jaar: 1962 techniek: linoleumsnede 1 blok, oker, bruin, , zwart. Editie: 22/50 papier: zwaar vel",https://www.marktplaats.nl/v/antiek-en-kunst/kunst-litho-s-en-zeefdrukken/m2223244484-picasso-three-women-linocut-genummerd,14 jan 25,Ophalen of Verzenden,Pablo Picasso,Three Women Linocut,14 jan 25
Pablo Picasso (1881-1973) - Homme au chapeau,"€ 200,00",Middenboven in steen gesigneerd. Kleurenlitho naar het werk van de kunstenaar op arches vellum-papier. Papierformaat: 43x33cm. Zor,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509617291-pablo-picasso-1881-1973-homme-au-chapeau,14 jan 25,No usage,Pablo Picasso,Homme au chapeau,14 jan 25
schilderij reproductie Picasso Kunst !,"€ 130,00",Prachtige reproductie van picasso uit de museum winkel parijs  en in eer brede mooie lijst   ingelijst kleur lijst is mat zilver e,https://www.marktplaats.nl/v/antiek-en-kunst/kunst-schilderijen-klassiek/m2221427330-schilderij-reproductie-picasso-kunst,9 jan 25,Ophalen,Picasso,Reproductie,9 jan 25
"Pablo Picasso (1881-1973) - Fait à lenvers, comme ça /","€ 20,00","Lithografie op geweven papier uit de portfolio ""toros y toreros"" uitgegeven door cercle d'art in 1961 dit is de zeld",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509770113-pablo-picasso-1881-1973-fait-a-lenvers-comme-ca,9 jan 25,No usage,Unknown,"Fait à lenvers, comme ça",9 jan 25
Pablo Picasso pochoir,N.o.t.k.,Pablo picasso ( 1881 – 1973 ) jeune homme et enfant 1906 pochoir in kleuren uit 1930. Oplage 1200 exemplaren waarvan er 550 ex zij,https://www.marktplaats.nl/v/antiek-en-kunst/kunst-litho-s-en-zeefdrukken/m2218737748-pablo-picasso-pochoir,2 jan 25,Ophalen,Unknown,jeune homme et enfant 1906,2 jan 25
Pablo Picasso (1881-1973) - La vie en rose,"€ 200,00",Rechtsonder in steen gesigneerd. Lithografie naar het werk van de kunstenaar op bogenperkamentpapier. Deze litho is gemaakt naar d,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509654827-pablo-picasso-1881-1973-la-vie-en-rose,2 jan 25,No usage,Unknown,La vie en rose,2 jan 25
Picasso The Banderillas Linocut Genummerd,"€ 100,00","Artist: pablo picasso the banderillas (small) jaar: 1962 techniek: linoleumsnede 1 blok, oker, bruin, zwart. Editie: 22/50 papier:",https://www.marktplaats.nl/v/antiek-en-kunst/kunst-litho-s-en-zeefdrukken/m2223245772-picasso-the-banderillas-linocut-genummerd,14 jan 25,Ophalen of Verzenden,Pablo Picasso,The Banderillas Linocut,14 jan 25
Pablo Picasso (1881-1973) - Mann mit Zigarette,"€ 145,00","Kunstenaar: picasso pablo (geboren 25 oktober 1881 in málaga, spanje - † 8 april 1973 in mougins, frankrijk) titel: “man met een s",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509654844-pablo-picasso-1881-1973-mann-mit-zigarette,14 jan 25,No usage,Pablo Picasso,Mann mit Zigarette,14 jan 25
Picasso Mounted Picador Linocut Genummerd,"€ 100,00","Artist: pablo picasso mounted picador jaar: 1962 techniek: linoleumsnede 1 blok, oker, bruin, zwart. Editie: 22/50 papier: zwaar v",https://www.marktplaats.nl/v/antiek-en-kunst/kunst-litho-s-en-zeefdrukken/m2223256976-picasso-mounted-picador-linocut-genummerd,14 jan 25,Ophalen of Verzenden,Unknown,Mounted Picador Linocut,14 jan 25
Pablo Picasso (1881-1973) - Visage souriant - 60 years of,"€ 2.100,00","Pablo picasso lachend gezicht, 60 jaar grafisch werk, 1966 originele litho in 15 kleuren gesigneerd in de plaat oplage van 100 exe",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509882706-pablo-picasso-1881-1973-visage-souriant-60-years-of,14 jan 25,No usage,Pablo Picasso,Visage souriant,14 jan 25
Picasso Bull Flower Linocut Genummerd,"€ 100,00","Artist: pablo picasso bull flower jaar: 1962 techniek: linoleumsnede 1 blok, oker, bruin, zwart. Editie: 22/50 papier: zwaar velij",https://www.marktplaats.nl/v/antiek-en-kunst/kunst-litho-s-en-zeefdrukken/m2223256629-picasso-bull-flower-linocut-genummerd,14 jan 25,Ophalen of Verzenden,Pablo Picasso,Bull Flower Linocut,14 jan 25
Pablo Picasso (1881-1973) - La Petite Corrida,"€ 600,00","Pablo picasso (1881-1973) de kleine race, 1957 originele lithografie en couleurs getekend op de plank op papier 31 x 24 cm referen",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509726443-pablo-picasso-1881-1973-la-petite-corrida,14 jan 25,No usage,Unknown,La Petite Corrida,14 jan 25
Picasso Female Bust Linocut Genummerd,"€ 100,00","Artist: pablo picasso female bust jaar: 1962 techniek: linoleumsnede 1 blok, oker, bruin, zwart. Editie: 22/50 papier: zwaar velij",https://www.marktplaats.nl/v/antiek-en-kunst/kunst-litho-s-en-zeefdrukken/m2223257738-picasso-female-bust-linocut-genummerd,14 jan 25,Ophalen of Verzenden,Unknown,Female Bust Linocut,14 jan 25
