Title,Price,Description,Link,Date,Usage,Brand,Model,ClassifiedDate
HP Elitebook 840 G7 Full options 1/3 van de nieuw prijs,"€ 389,00","Te gekke sale aanbieding, een ""nieuwe"" hp elitebook 840 g7 bij hardware4sale. Perfecte prijs, en in absolute perfecte st",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1500257160-hp-elitebook-840-g7-full-options-1-3-van-de-nieuw-prijs,Vandaag,Zo goed als nieuw,HP,Elitebook 840 G7,Vandaag
HP Omen | Gaming | i5-7300HQ | GTX1050! | SSD+HDD |,"€ 399,00",Zeer snelle laptop voor grafisch werk of gaming. Heeft de snelle intel core i5-7300hq processor en geforce gtx1050 videokaart voor,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2225865466-hp-omen-gaming-i5-7300hq-gtx1050-ssd-hdd,Vandaag,Ophalen of Verzenden,HP,Omen i5-7300HQ GTX1050,Vandaag
"Diverse Dell & HP PCs, Core i5-i7 512GB+ 16GB+ W11 PRO","€ 259,00","Voor een jong gebruikt ( refurbished ) laptop of systeem net core i5, i7 of amd ryzen gaat u naar www.tvdlcomputers.nl, wij bieden",https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/a1506261145-diverse-dell-hp-pcs-core-i5-i7-512gb-16gb-w11-pro,Vandaag,Refurbished,Dell & HP,Unknown,Vandaag
"Cisco, Juniper, HP, Servers en andere (gebruikte) Hardware!",N.o.t.k.,"Heeft u nog cisco, hp procurve, juniper, emc, ibm, avaya of andere netwerk apparatuur of servers liggen die u kwijt wilt? Easy har",https://www.marktplaats.nl/v/computers-en-software/netwerk-switches/a1001553734-cisco-juniper-hp-servers-en-andere-gebruikte-hardware,Vandaag,Gebruikt,Unknown,Unknown,Vandaag
HP Elitebook 650 G10 i5 Intel Core 1335U G13 processor,"€ 800,00","Hp elitebook 650 g10 i5 1335u 13e generatie intel® core™ i5-processor 1 kleine beschadiging op het hoekje van de behuizing, geen i",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2225524058-hp-elitebook-650-g10-i5-intel-core-1335u-g13-processor,Vandaag,Zo goed als nieuw,HP,Elitebook 650 G10,Vandaag
UITVERKOOP!! HP DELL + i3 i5 i7 + Windows 11 + 1jr Garantie,"€ 99,00","Klik op de website knop en ga naar onze webshop voor alle up-to-date modellen, beschikbaarheid, specificaties en prijzen! Hp, dell",https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/a1017733638-uitverkoop-hp-dell-i3-i5-i7-windows-11-1jr-garantie,Vandaag,Zo goed als nieuw,Unknown,Unknown,Vandaag
"HP Elitebook 745g3 Amd1,8ghz 4 cores, 8gb mem, 256ssd, 15,6","€ 149,00","Greyhouse heeft op voorraad: processor: amd pro a10-8700b r6, 1,8ghz 4cores ssd harddisk: nieuwe 256gb. Werkgeheugen: 8gb. Beeldsc",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1508611904-hp-elitebook-745g3-amd1-8ghz-4-cores-8gb-mem-256ssd-15-6,Vandaag,Gebruikt,HP,Elitebook 745g3,Vandaag
HP ELITEBOOK 820 G3 CORE I5 6300U 256GB SSD 8GB DDR4 12 W11,"€ 139,99",Hp elitebook 820 g3 intel core | i5-6300u (max. 3.0Ghz) 12.5 Inch hd led 8gb ddr sdram werkgeheugen 256gb ssd m.2 Opslagcapaciteit,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509394063-hp-elitebook-820-g3-core-i5-6300u-256gb-ssd-8gb-ddr4-12-w11,Vandaag,Refurbished,HP,ELITEBOOK 820 G3,Vandaag
HP Elitebook 850 G7 | Intel i5 10210U | 8 GB | 256 SSD |,"€ 449,00",Hp elitebook 850 g7 jong gebruikte modellen nog tegen nieuwstaat aan! Enkele minimale krasjes op de buitenkant intel i5 10210u 8 g,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1459412235-hp-elitebook-850-g7-intel-i5-10210u-8-gb-256-ssd,Vandaag,Zo goed als nieuw,HP,Elitebook 850 G7,Vandaag
HP DL360 G9 / E5-2699v3 2.3GHz 18 Core / 64GB DDR4,"€ 391,00",Creoserver.com is een ervaren specialist in maatwerk van hardware. We bieden hp servers gegarandeerd in top refurbished conditie.,https://www.marktplaats.nl/v/computers-en-software/servers/a1481663542-hp-dl360-g9-e5-2699v3-2-3ghz-18-core-64gb-ddr4,Vandaag,Zo goed als nieuw,HP,DL360 G9,Vandaag
Goed en goedkoop toners en inkt. prijzen incl. verzendkosten,Gratis,Megatoners bied toners en cartridge tegen scherpe prijzen incl. Verzendkosten. Een vertrouwde partner al 19 jaar lang. Wij leveren,https://www.marktplaats.nl/v/computers-en-software/printerbenodigdheden/a1501142914-goed-en-goedkoop-toners-en-inkt-prijzen-incl-verzendkosten,Vandaag,Nieuw,Unknown,Unknown,Vandaag
HP Probook 6550B,"€ 275,00",Ik verkoop mijn trouwe hp probook 6550b omdat ik na mijn professionele it carrière overstapte naar imac. De batterij werd ondertus,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2225722796-hp-probook-6550b,Vandaag,Gebruikt,HP,Probook 6550B,Vandaag
HEMA Cartridge HP 305 zwart,"€ 15,99","Vóór 22:00 besteld, binnen 1-3 werkdagen thuisbezorgdcartridge hp 305 zwart nu voor slechts 15.99,-. Een zwarte cartridge om zwart",https://www.marktplaats.nl/v/computers-en-software/overige-computers-en-software/a1473572668-hema-cartridge-hp-305-zwart,Vandaag,Nieuw,HP,305,Vandaag
Refurbished HP USB-C Mini Dock met garantie,"€ 23,95","Hp usb-c mini dock usb-c 3.2 Gen1 host (90w pd, lan, 2x usb-a + usb-c, hdmi + vga) met minimaal 2 jaar garantie het biedt pass-thr",https://www.marktplaats.nl/v/computers-en-software/dockingstations/a1506260031-refurbished-hp-usb-c-mini-dock-met-garantie,Vandaag,Zo goed als nieuw,HP,USB-C Mini Dock,Vandaag
"Laptop HP G9 2023 15,6 Inch 16GB RAM (WEG=WEG)","€ 249,99","1. Krachtige prestaties: deze laptop is uitgerust met een intel i3-processor met 6 cores en 8 threads, gecombineerd met intel iris",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2223380943-laptop-hp-g9-2023-15-6-inch-16gb-ram-weg-weg,Vandaag,Nieuw,HP,G9,Vandaag
HP Elitebook 840 G6 | Intel i5 | 16GB | 512 SSD | W11 |ACTIE,"€ 399,00",Hp elitebook 840 g6 refurbished a grade. Kan een minimaal krasje opzitten. Intel i5 8365u 16 gb ddr4( uitbreiding is mogelijk via,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1424376685-hp-elitebook-840-g6-intel-i5-16gb-512-ssd-w11-actie,Vandaag,Zo goed als nieuw,HP,Elitebook 840 G6,Vandaag
HP Elitebook 830 G7 | Intel i5 | 256 SSD | 16 GB | NIEUW,"€ 599,00",Hp elitebook 830 g7 nieuw in gesealde doos garantie : 24 mnd. Garantie processor : intel i5 10210u intern geheugen : 16 gb ddr4 ha,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1459615465-hp-elitebook-830-g7-intel-i5-256-ssd-16-gb-nieuw,Vandaag,Nieuw,HP,Elitebook 830 G7,Vandaag
"Game PC | HP OMEN 25L, GT12 1400ng Ryzen7 Nvidia RXT 3060ti","€ 650,00","Omen gaming pc, z.g.a.n. Aangeboden omdat we een uitgebreidere self-built willen aanschaffen. Graag eerlijk en naar waarde bieden!",https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/m2225685206-game-pc-hp-omen-25l-gt12-1400ng-ryzen7-nvidia-rxt-3060ti,Vandaag,Zo goed als nieuw,HP,"OMEN 25L, GT12 1400ng Ryzen7 Nvidia RXT 3060ti",Vandaag
SALE! Refurbished HP Elitebook vanaf 199 euro inclusief W11,"€ 199,00",Sale aanbiedingen!!! In bijna nieuw staat verkerende super snelle hp elitebook 840 (14 inch) | 830 (13 inch) | 850 (15 inch) alle,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1431548260-sale-refurbished-hp-elitebook-vanaf-199-euro-inclusief-w11,Vandaag,Zo goed als nieuw,HP,Elitebook 840,Vandaag
HP ENVY x360 15-ew0972nd laptops,"€ 652,50","Extra info: showroom model, oplader en originele verpakking ontbreekt dit product is een retour binnen de bedenktijd van 30 dagen",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509460316-hp-envy-x360-15-ew0972nd-laptops,Vandaag,Nieuw,HP,ENVY x360 15-ew0972nd,Vandaag
UITVERKOOP!! HP DELL + i3 i5 i7 + Windows 11 + 1jr Garantie,"€ 99,00","Klik op de website knop en ga naar onze webshop voor alle up-to-date modellen, beschikbaarheid, specificaties en prijzen! Hp, dell",https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/a1017733638-uitverkoop-hp-dell-i3-i5-i7-windows-11-1jr-garantie,Vandaag,Zo goed als nieuw,HP DELL,Unknown,Vandaag
"HP Elitebook 745g3 Amd1,8ghz 4 cores, 8gb mem, 256ssd, 15,6","€ 149,00","Greyhouse heeft op voorraad: processor: amd pro a10-8700b r6, 1,8ghz 4cores ssd harddisk: nieuwe 256gb. Werkgeheugen: 8gb. Beeldsc",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1508611904-hp-elitebook-745g3-amd1-8ghz-4-cores-8gb-mem-256ssd-15-6,Vandaag,Gebruikt,HP,Elitebook 745g3,Vandaag
HP ELITEBOOK 820 G3 CORE I5 6300U 256GB SSD 8GB DDR4 12 W11,"€ 139,99",Hp elitebook 820 g3 intel core | i5-6300u (max. 3.0Ghz) 12.5 Inch hd led 8gb ddr sdram werkgeheugen 256gb ssd m.2 Opslagcapaciteit,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509394063-hp-elitebook-820-g3-core-i5-6300u-256gb-ssd-8gb-ddr4-12-w11,Vandaag,Refurbished,HP,ELITEBOOK 820 G3,Vandaag
HEMA Cartridge HP 305 zwart,"€ 15,99","Vóór 22:00 besteld, binnen 1-3 werkdagen thuisbezorgdcartridge hp 305 zwart nu voor slechts 15.99,-. Een zwarte cartridge om zwart",https://www.marktplaats.nl/v/computers-en-software/overige-computers-en-software/a1473572668-hema-cartridge-hp-305-zwart,Vandaag,Nieuw,HP,305,Vandaag
Refurbished HP USB-C Mini Dock met garantie,"€ 23,95","Hp usb-c mini dock usb-c 3.2 Gen1 host (90w pd, lan, 2x usb-a + usb-c, hdmi + vga) met minimaal 2 jaar garantie het biedt pass-thr",https://www.marktplaats.nl/v/computers-en-software/dockingstations/a1506260031-refurbished-hp-usb-c-mini-dock-met-garantie,Vandaag,Zo goed als nieuw,HP,USB-C Mini Dock,Vandaag
"HP ZBook Firefly 16 G9 16"" Core i7 4TB SSD 64 RAM","€ 990,00","Hp zbook firefly 16 g9 16"" core i7 1.7 Ghz - ssd 512 gb - 16gb azerty deze zbook firefly 16 g9 heeft een 16"" scherm met",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2223450956-hp-zbook-firefly-16-g9-16-core-i7-4tb-ssd-64-ram,Vandaag,Zo goed als nieuw,HP,ZBook Firefly 16 G9,Vandaag
HP Elitebook 840 G6 | Intel i5 | 16GB | 512 SSD | W11 |ACTIE,"€ 399,00",Hp elitebook 840 g6 refurbished a grade. Kan een minimaal krasje opzitten. Intel i5 8365u 16 gb ddr4( uitbreiding is mogelijk via,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1424376685-hp-elitebook-840-g6-intel-i5-16gb-512-ssd-w11-actie,Vandaag,Zo goed als nieuw,HP,Elitebook 840 G6,Vandaag
HP Elitebook 830 G7 | Intel i5 | 256 SSD | 16 GB | NIEUW,"€ 599,00",Hp elitebook 830 g7 nieuw in gesealde doos garantie : 24 mnd. Garantie processor : intel i5 10210u intern geheugen : 16 gb ddr4 ha,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1459615465-hp-elitebook-830-g7-intel-i5-256-ssd-16-gb-nieuw,Vandaag,Nieuw,HP,Elitebook 830 G7,Vandaag
HP E243i - IPS Display Monitor - 24” Full HD 1920x1200,"€ 55,00","De monitor werd af en toe gebruikt om thuis te werken. Door overstap naar een nieuwe baan, is deze overbodig geworden. Verkeerd in",https://www.marktplaats.nl/v/computers-en-software/monitoren/m2225093928-hp-e243i-ips-display-monitor-24-full-hd-1920x1200,Vandaag,Gebruikt,HP,E243i,Vandaag
"100+ Refurbished laptops i3, i5, i7 vanaf 150,-. Garantie!","€ 150,00","Alléén bij welhof.com een ruim assortiment refurbished laptops! Verschillende merken (zoals dell, hp) en uitvoeringen (i3, i5, i7)",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1438175080-100-refurbished-laptops-i3-i5-i7-vanaf-150-garantie,Vandaag,Zo goed als nieuw,Unknown,Unknown,Vandaag
"Goedkoopste, A-Kwaliteit compatible inktcartridges &amp; toners","€ 9,95","Bent u op zoek naar de goedkoopste inkt , maar wilt u vooral hoge kwaliteit printerinkt kopen? U bent bij inktmedia op het juiste",https://www.marktplaats.nl/v/computers-en-software/printerbenodigdheden/a1386409521-goedkoopste-a-kwaliteit-compatible-inktcartridges-amp-toners,Vandaag,Nieuw,Unknown,Unknown,Vandaag
HP Thunderbolt Dock 120 watt G4 cradles & docks,"€ 85,50",Extra info: netvoerringsadapter niet meegeleverd dit product is een retour binnen de bedenktijd van 30 dagen dus zou gebruikt kunn,https://www.marktplaats.nl/v/computers-en-software/dockingstations/a1509749808-hp-thunderbolt-dock-120-watt-g4-cradles-docks,Vandaag,Nieuw,HP,Thunderbolt Dock 120 watt G4,Vandaag
TOT 90% KORTING HP DELL mini PC SFF LFF i3 i5 i7 DDR4 SSD,"€ 30,00","We hebben deze pcs van failliete bedrijven gekregen, daarom zijn de prijzen zo goedkoop. Dit zijn vaste prijzen en al erg goedkoop",https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/a1509612205-tot-90-korting-hp-dell-mini-pc-sff-lff-i3-i5-i7-ddr4-ssd,Vandaag,Gebruikt,HP DELL,Unknown,Vandaag
HP Laserprinter Pro M281 fdw incl.5 cartridges 80% en 100%,"€ 325,00","Mooie hp pro m281 fdw laserprinter, werkt prima. Incl 5 cartridges 2 203x zwart 80 % en 100 %                              1 203x",https://www.marktplaats.nl/v/computers-en-software/printers/m2224963201-hp-laserprinter-pro-m281-fdw-incl-5-cartridges-80-en-100,Vandaag,Zo goed als nieuw,HP,Laserprinter Pro M281 fdw,Vandaag
HP ProDesk 600 G5 DM i3 8GB DDR4 256GB NVMe Windows 11/10,"€ 169,00",Welkom bij pc magnaat! Graag bieden wij u het volgende aan: merk : hp model serie: prodesk model type: 600 g5 formaat: klein (tiny,https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/a1509614894-hp-prodesk-600-g5-dm-i3-8gb-ddr4-256gb-nvme-windows-11-10,Vandaag,Zo goed als nieuw,HP,ProDesk 600 G5,Vandaag
HP Zbook Fury 17 G7 | Intel i7 | 32GB | 512 SSD | Quadro3000,"€ 1.399,00","Refurbished a+ grade, vrijwel in nieuwstaat! Processor : intel i7 10850h intern geheugen: 32 gb ddr4 ssd : 500 gb nvme turbo ssd (",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1508165974-hp-zbook-fury-17-g7-intel-i7-32gb-512-ssd-quadro3000,Vandaag,Refurbished,HP,Zbook Fury 17 G7,Vandaag
HP Elitebook 860 G11 Intel Core Ultra 5 16 inch 512GB SSD,"€ 1.050,00","In nieuwstaat zonder doos, met nieuwe lader. Volledig werkend inclusief fabrieksgarantie. Afkomstig van groot bedrijf, mag weg weg",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2223354156-hp-elitebook-860-g11-intel-core-ultra-5-16-inch-512gb-ssd,Vandaag,Zo goed als nieuw,HP,Elitebook 860 G11,Vandaag
HP Probook 430 G5 Intel Core i3 8130U | 8GB DDR4 | 128GB...,"€ 149,00","L&o computers maakt de verkoop van gebruikte ex-lease producten mogelijk door deze in de productieafdeling te controleren, tes",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1507288435-hp-probook-430-g5-intel-core-i3-8130u-8gb-ddr4-128gb,Vandaag,Zo goed als nieuw,HP,Probook 430 G5,Vandaag
HP Elitebook 840 G5 Intel Core i7 8650U | 8GB | 256GB | F...,"€ 269,00","L&o computers maakt de verkoop van gebruikte ex-lease producten mogelijk door deze in de productieafdeling te controleren, tes",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1508623320-hp-elitebook-840-g5-intel-core-i7-8650u-8gb-256gb-f,Vandaag,Gebruikt,HP,Elitebook 840 G5,Vandaag
Lenovo TinkCentre SFF M720s i3-8100 8GB 256GB NVMe W11,"€ 129,00",Welkom bij pc magnaat! Graag bieden wij u het volgende aan: merk : lenovo model serie: thinkcentre model type: m720s formaat: midd,https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/a1509614818-lenovo-tinkcentre-sff-m720s-i3-8100-8gb-256gb-nvme-w11,Vandaag,Gebruikt,Lenovo,TinkCentre M720s,Vandaag
Lenovo ThinkPad DK1633 USB-C docking station,"€ 59,99","Lenovo thinkpad dk1633 docking station optimaliseer je werkruimte met het lenovo dk1633 dockstation - veelzijdig, krachtig, en com",https://www.marktplaats.nl/v/computers-en-software/dockingstations/a1505956297-lenovo-thinkpad-dk1633-usb-c-docking-station,Vandaag,Refurbished,Lenovo,ThinkPad DK1633,Vandaag
HP Elitebook 820 G3 Intel Core i5 6200U | 8GB | 256GB SSD...,"€ 119,00","Nu in de aanbieding van € 139,00 voor € 119,00! L&o computers maakt de verkoop van gebruikte ex-lease producten moge",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509815863-hp-elitebook-820-g3-intel-core-i5-6200u-8gb-256gb-ssd,Vandaag,Gebruikt,HP,Elitebook 820 G3,Vandaag
HP Zbook Fury 15 G7 | Intel i7 | 32 GB | Nvidia RTX3000,"€ 999,00","Refurbished a grade, enkele minimale gebruikerssporen op de behuizing wij hebben dit model in onze webshop ook met rtx5000 16gb vi",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1506004972-hp-zbook-fury-15-g7-intel-i7-32-gb-nvidia-rtx3000,Vandaag,Refurbished,HP,Zbook Fury 15 G7,Vandaag
Hp Elitebook 860 G10 Intel Core Ultra 5 16 Inch 512 GB SSD,"€ 999,00","In nieuwstaat zonder doos, met nieuwe lader. Volledig werkend inclusief fabrieksgarantie. Afkomstig van groot bedrijf, mag weg weg",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/m2223357063-hp-elitebook-860-g10-intel-core-ultra-5-16-inch-512-gb-ssd,Vandaag,Zo goed als nieuw,Hp,Elitebook 860 G10,Vandaag
HP Z440 Workstation | XEON / 16GB ram / 256GB SSD,"€ 179,00","Hp z440 workstation zeer krachtige tower pc, voorzien van een intel xeon processor en 256gb ssd deze pc beschikt over een quadro k",https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/a1497307768-hp-z440-workstation-xeon-16gb-ram-256gb-ssd,Vandaag,Gebruikt,HP,Z440,Vandaag
"2.5 en 3.5 Server SAS, SATA Harddisks HDD en SSD HP DELL",Zie omschrijving,"Zowel 2.5"" sff sas en sata schijven als 3.5"" lff harddisks voorradig. Ook ssd's hgst, samsung, seagate, hitachi, wes",https://www.marktplaats.nl/v/computers-en-software/harde-schijven/a1292034040-2-5-en-3-5-server-sas-sata-harddisks-hdd-en-ssd-hp-dell,Vandaag,Nieuw,Unknown,Unknown,Vandaag
HP Probook 445 G7 | AMD Ryzen 5 | 8 GB | 256SSD | Windows11,"€ 375,00","Hp probook 445 g7 refurbished in a+ conditie, nauwelijks tot geen gebruikerssporen processor: amd ryzen 5 4600 werkegeheugen: 8 gb",https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1505571337-hp-probook-445-g7-amd-ryzen-5-8-gb-256ssd-windows11,Vandaag,Refurbished,HP,Probook 445 G7,Vandaag
HP Prodesk 600 G2 SFF Intel i5 6600 | 8GB | 256GB SSD | D...,"€ 129,00","L&o computers maakt de verkoop van gebruikte ex-lease producten mogelijk door deze in de productieafdeling te controleren, tes",https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/a1509036812-hp-prodesk-600-g2-sff-intel-i5-6600-8gb-256gb-ssd-d,Vandaag,Zo goed als nieuw,HP,Prodesk 600 G2,Vandaag
HP Proliant ML350 Gen9,"€ 350,00","Gebruikte degelijke server, vervangen door een cloud oplossing. Bevat de volgende onderdelen: 1x intel xeon e5-2620 v4 2.10Ghz 2x",https://www.marktplaats.nl/v/computers-en-software/servers/m2223495249-hp-proliant-ml350-gen9,Vandaag,Gebruikt,HP,Proliant ML350 Gen9,Vandaag
"SALE !! HP EliteDesks vanaf € 199,- met Windows 11 PRO","€ 199,00",Sale : op zoek naar een krachtige en betrouwbare pc voor een scherpe prijs? Bij hardware4sale bieden wij refurbished hp elitedesk&,https://www.marktplaats.nl/v/computers-en-software/desktop-pc-s/a1506822229-sale-hp-elitedesks-vanaf-199-met-windows-11-pro,Vandaag,Zo goed als nieuw,HP,EliteDesk,Vandaag
HP ELITEBOOK 820 G3 CORE I5 6300U 256GB SSD 8GB DDR4 12 W11,"€ 139,99",Hp elitebook 820 g3 intel core | i5-6300u (max. 3.0Ghz) 12.5 Inch hd led 8gb ddr sdram werkgeheugen 256gb ssd m.2 Opslagcapaciteit,https://www.marktplaats.nl/v/computers-en-software/windows-laptops/a1509394063-hp-elitebook-820-g3-core-i5-6300u-256gb-ssd-8gb-ddr4-12-w11,Vandaag,Refurbished,HP,ELITEBOOK 820 G3,Vandaag
